id,tx_datetime,tx_type,tx_amount,bal_after_tx,tx_qty,account_no,stock_code
16054,2024-01-30,매도,952000,50108093,17,738–5135–2434-7,012750
16055,2024-04-17,매도,299760,80101008,24,85005738-24,088980
16056,2024-02-27,매도,2128000,89348266,40,315-75-909111,047810
16057,2024-04-16,매도,787200,99916068,24,92437310-57,008930
16058,2024-03-12,매도,2543200,4462853,68,91763491-88,051600
16059,2024-05-28,매도,3202100,57305252,71,420085-661975,035720
16060,2024-04-18,매도,2035800,28217427,27,164178-606887,010950
16061,2024-05-28,매도,2646150,55255787,69,31496684-203,263750
16062,2024-05-17,매도,5782000,43709915,49,42679703-53,064760
16063,2024-02-07,매도,3025000,59390849,25,017-70-578764,096770
16064,2024-04-09,매도,2028250,29170021,61,5993-7091,204320
16065,2024-04-24,매도,209600,85819746,8,22307609-44,028050
16066,2024-06-04,매도,2444200,60119413,22,9310-2574,011170
16067,2024-03-28,매도,1936000,67204042,20,87110278-040,066570
16068,2024-03-26,매도,3355700,91170816,23,413460-557980,009150
16069,2024-01-12,매도,3997400,11468276,46,07532321-168,000150
16070,2024-02-22,매도,171600,62424556,26,57703722-844,073240
16071,2024-04-09,매도,437800,55155747,22,56350641-15,336370
16072,2024-03-07,매도,22041000,55130823,62,14322092-49,004370
16073,2024-03-13,매도,5644000,89856855,34,88316447-41,004170
16074,2024-02-23,매도,2245000,97000958,10,839-23-828521,259960
16075,2024-02-07,매도,2692800,88481630,44,3373-9477,021240
16076,2024-05-22,매도,2190400,84821443,37,57453691-384,000210
16077,2024-03-07,매도,5788800,96449384,72,57453691-384,138040
16078,2024-02-29,매도,1803100,21360522,19,4756-7624,066570
16079,2024-05-23,매도,5062500,74701375,25,1915-4293,247540
16080,2024-01-18,매도,1050500,97042181,11,6033-1280,006110
16081,2024-03-29,매도,1750000,54442028,70,765–1037–0720-9,028050
16082,2024-01-19,매도,7752000,51699181,40,525-54-367003,003230
16083,2024-03-15,매도,32436000,54708515,72,91631617-44,010130
16084,2024-03-29,매도,802900,10869575,37,276766-469489,003490
16085,2024-06-05,매도,2833600,75869041,16,936939-993002,035420
16086,2024-04-24,매도,1527000,7325210,15,541-19-468083,185750
16087,2024-05-08,매도,526400,32298575,7,91194168-046,010620
16088,2024-05-31,매도,1508600,52829055,19,277-26-535094,105560
16089,2024-05-09,매도,216300,87578119,14,207–7617–5277-7,035250
16090,2024-01-05,매도,5234800,16970876,46,84714210-94,069620
16091,2024-01-19,매도,1552200,83544462,26,836332-038054,000100
16092,2024-02-28,매도,2146500,95679708,53,611977-053922,016360
16093,2024-01-10,매도,4033000,15857520,37,256835-098321,068760
16094,2024-03-22,매도,2414400,31623237,48,827227-745190,047810
16095,2024-01-19,매도,8428000,101345766,28,21312073-427,357780
16096,2024-05-21,매도,4919600,63678024,28,88964146-502,014680
16097,2024-02-20,매도,1083500,8622459,22,248–8062–6494-2,009240
16098,2024-01-30,매도,160380,22049899,9,41283479-48,294870
16099,2024-01-16,매도,2661900,8549852,57,212525-894683,253450
16100,2024-03-14,매도,202750,13336849,5,645-58-015321,008930
16101,2024-03-20,매도,239000,77445243,1,852-18-831177,348370
16102,2024-03-12,매도,1501500,58370826,15,997–7686–9929-8,028300
16103,2024-05-17,매도,8514000,98521270,33,045058-734381,259960
16104,2024-02-02,매도,5038000,23582020,22,6134-8260,247540
16105,2024-03-06,매도,5928300,53282129,63,325–8883–1176-8,009970
16106,2024-05-21,매도,619690,93841663,31,244-35-325816,015760
16107,2024-03-21,매도,105240,48320592,6,695-93-559116,026960
16108,2024-04-17,매도,313500,92741064,10,02544489-24,000720
16109,2024-04-03,매도,2067700,98496372,29,879-08-306270,035900
16110,2024-02-02,매도,583800,39375459,6,668-67-619272,066570
16111,2024-01-24,매도,13690000,81526435,74,628-84-219333,005380
16112,2024-03-15,매도,1225500,71992223,19,944–3598–2550-0,328130
16113,2024-01-30,매도,936000,78398716,12,7956-2976,001570
16114,2024-01-25,매도,146600,20121391,1,7294-7868,018670
16115,2024-06-05,매도,791000,83209019,14,464934-390256,008770
16116,2024-05-22,매도,4178800,46134791,62,525-54-367003,180640
16117,2024-02-07,매도,45720,46525455,3,790–4243–4953-2,034020
16118,2024-01-12,매도,4708200,25498034,57,879-08-306270,011790
16119,2024-05-24,매도,1832600,9852720,22,5158-1380,450080
16120,2024-04-04,매도,2368800,76603518,42,50901884-154,112610
16121,2024-06-04,매도,4972500,19921785,45,249-46-117445,145720
16122,2024-01-18,매도,261600,46939581,12,092-02-068244,007070
16123,2024-03-21,매도,48500,93666023,2,32425876-882,353200
16124,2024-03-29,매도,1938300,63172576,21,4714-8806,032830
16125,2024-03-27,매도,235800,67135756,3,2314-4394,004490
16126,2024-03-07,매도,124320,38537655,14,3692-4297,001440
16127,2024-01-03,매도,6196200,99734320,46,88110639-254,090430
16128,2024-05-28,매도,331200,91938623,6,620-69-196475,000210
16129,2024-01-24,매도,363800,31829754,17,58060623-55,214370
16130,2024-05-08,매도,1950000,60011290,26,5158-1380,454910
16131,2024-03-20,매도,1821200,52203174,58,630-07-547492,064350
16132,2024-02-29,매도,312900,63832802,21,602093-294947,316140
16133,2024-06-05,매도,4155000,59006850,15,0666-4982,267260
16134,2024-04-03,매도,1923000,25896449,6,748–1450–6538-8,457190
16135,2024-02-22,매도,1298800,58674575,34,10147790-77,005290
16136,2024-04-30,매도,635400,90279231,18,110–3582–8826-2,377300
16137,2024-04-30,매도,9666900,58664673,69,505–9870–6272-5,192820
16138,2024-04-24,매도,3445200,50052858,22,456-19-145134,010120
16139,2024-01-18,매도,1512000,92955393,30,26562164-466,141080
16140,2024-05-14,매도,3018400,28180766,44,379-47-760474,383310
16141,2024-05-10,매도,70400,25315675,2,461–1760–0555-9,240810
16142,2024-01-25,매도,416350,47187794,55,38673885-38,010140
16143,2024-03-12,매도,201600,43513014,3,426–6012–2857-8,267250
16144,2024-01-30,매도,1752000,81564678,20,939851-951805,006260
16145,2024-01-26,매도,788800,9112869,32,230302-025525,293490
16146,2024-03-15,매도,754000,80903104,13,139-64-075145,008770
16147,2024-05-31,매도,198000,66636680,5,42679703-53,229640
16148,2024-02-14,매도,134400,46182100,2,017-70-578764,071050
16149,2024-03-06,매도,71000,21220140,1,341–7669–0156-0,139480
16150,2024-02-06,매도,7128000,36851032,33,592900-925553,247540
16151,2024-05-30,매도,629310,41900734,33,6934-1139,015760
16152,2024-03-05,매도,1513200,24794495,39,11929801-04,195940
16153,2024-04-03,매도,6560400,17699852,42,1372-3925,018670
16154,2024-05-22,매도,4020000,87560749,40,3225-9937,185750
16155,2024-03-13,매도,41800,51246159,1,05607883-867,008730
16156,2024-03-15,매도,676600,66710067,17,049–5923–0973-1,008930
16157,2024-05-24,매도,5760000,96897189,50,122-20-939201,011170
16158,2024-01-05,매도,2561500,51472224,47,32179418-056,071050
16159,2024-06-05,매도,2674000,33496431,28,852-18-831177,450080
16160,2024-04-02,매도,1512000,2018550,6,7018-6962,259960
16161,2024-01-05,매도,1918000,79856152,35,288-96-565351,166090
16162,2024-04-16,매도,4871100,76543956,39,4008-2360,005300
16163,2024-01-23,매도,209860,48070000,14,562–8321–0989-3,035250
16164,2024-02-07,매도,487500,16197558,15,980–3119–6218-8,009420
16165,2024-03-28,매도,1184400,51090354,47,06264867-86,028050
16166,2024-03-12,매도,1235000,69274531,52,345221-335934,293490
16167,2024-01-17,매도,557000,75052335,10,25129677-595,021240
16168,2024-05-08,매도,1097400,4743080,31,11158880-932,030200
16169,2024-04-02,매도,576000,6744737,4,44091270-21,086900
16170,2024-03-21,매도,23569500,81561801,57,695-93-559116,373220
16171,2024-04-09,매도,21450,80334620,1,922-83-065312,000080
16172,2024-02-27,매도,17419500,52594970,49,461–1760–0555-9,004370
16173,2024-05-29,매도,422100,97753217,42,241-28-213672,137310
16174,2024-01-05,매도,594300,62926223,21,452–5072–0886-1,248070
16175,2024-02-02,매도,123200,33839055,8,5877-8627,006360
16176,2024-06-05,매도,22707000,115576062,58,75524736-561,006400
16177,2024-02-23,매도,10080000,28213306,56,402-27-380980,068270
16178,2024-01-23,매도,6050000,52536703,55,0363-0435,005387
16179,2024-05-03,매도,214250,65062262,5,77104574-44,253450
16180,2024-01-25,매도,611100,86718747,7,110-23-630835,095340
16181,2024-03-21,매도,1946200,27588596,37,956-65-465028,000210
16182,2024-01-25,매도,3412050,58976473,69,72481549-32,161390
16183,2024-01-18,매도,206440,31599848,52,618–3336–2937-3,047040
16184,2024-06-05,매도,3526200,102291389,27,98225420-75,039490
16185,2024-05-17,매도,1210500,73353944,9,336-39-353073,009540
16186,2024-05-24,매도,227120,71520218,68,565–9049–7951-6,000400
16187,2024-04-02,매도,21752500,58930267,77,608005-007793,051915
16188,2024-02-02,매도,867000,46332019,30,20264304-812,007660
16189,2024-03-07,매도,159500,46973070,5,466-45-509807,001450
16190,2024-06-04,매도,1345400,25499164,28,3434-1848,007660
16191,2024-05-09,매도,1345500,70385185,69,037–4299–3003-8,003090
16192,2024-03-26,매도,10816000,32065734,52,405-79-113430,036570
16193,2024-01-25,매도,64100,34326247,2,14909997-75,000720
16194,2024-02-20,매도,125000,92768189,5,025-70-234415,293490
16195,2024-01-26,매도,1044000,58851170,10,436–4521–1695-4,267260
16196,2024-05-17,매도,10736000,79234196,44,98806970-48,005380
16197,2024-03-21,매도,1083600,70884195,9,116-34-532628,065350
16198,2024-01-03,매도,2452500,24241868,15,89726362-05,018260
16199,2024-01-04,매도,8561000,27802907,70,207–7617–5277-7,068760
16200,2024-02-22,매도,3806500,11641678,23,546–7271–9563-4,066970
16201,2024-05-31,매도,1337700,81703778,21,02544489-24,180640
16202,2024-04-25,매도,3738900,8449121,33,9682-5743,214450
16203,2024-06-05,매도,1457600,56098018,32,50901884-154,055550
16204,2024-04-09,매도,2972900,33234889,31,23906952-43,005830
16205,2024-01-12,매도,241800,35994922,3,3595-1573,108320
16206,2024-03-13,매도,1581300,8987474,21,238959-979328,041510
16207,2024-01-10,매도,1722800,57907251,73,32527268-129,003490
16208,2024-01-24,매도,11870,19175984,1,037–6982–5425-2,024110
16209,2024-02-28,매도,4982400,31552640,32,21233074-982,028260
16210,2024-04-17,매도,542300,87239094,17,856-47-723955,009420
16211,2024-03-22,매도,12770,17538544,1,6145-7411,088980
16212,2024-01-11,매도,525600,92987698,8,5993-7091,052690
16213,2024-02-08,매도,46860,55093453,3,902586-179071,034020
16214,2024-01-10,매도,682200,95827398,6,951-49-138188,010060
16215,2024-01-03,매도,1807400,98717601,14,93672354-228,068760
16216,2024-04-26,매도,825600,13349406,6,59859971-89,000150
16217,2024-02-29,매도,1697500,45310216,7,989–2611–3525-1,012330
16218,2024-05-29,매도,340200,71901402,6,095–0423–7275-8,161890
16219,2024-06-12,매도,975000,33118092,30,61550345-21,005420
16220,2024-03-22,매도,209825,41633598,55,35278556-416,047040
16221,2024-02-14,매도,4823000,17856464,26,915-22-424118,086900
16222,2024-05-08,매도,3181200,100101652,66,4378-2795,112040
16223,2024-04-23,매도,239080,99472239,43,353322-860832,001740
16224,2024-06-05,매도,5561400,67599375,31,55176786-814,018670
16225,2024-04-12,매도,7818900,23788627,67,830646-493086,282330
16226,2024-02-08,매도,241000,54463179,20,287–6687–6121-4,137310
16227,2024-02-21,매도,11826000,84291853,27,691346-945441,005490
16228,2024-04-19,매도,292200,88460558,12,461–1760–0555-9,417200
16229,2024-03-12,매도,2685400,58758114,29,359-86-019653,009970
16230,2024-04-04,매도,146300,45692187,14,27895971-919,034220
16231,2024-03-28,매도,35490,38310358,3,4756-7903,137310
16232,2024-04-12,매도,705600,28755804,12,25633982-468,052690
16233,2024-03-21,매도,6216000,35551031,24,808–8199–9176-0,278470
16234,2024-01-03,매도,349680,2453516,31,77928677-030,175330
16235,2024-04-30,매도,10176000,10362546,64,944–3598–2550-0,005387
16236,2024-03-19,매도,2651600,86018787,28,1680-1632,010060
16237,2024-02-06,매도,48900,76418443,1,20682617-05,241560
16238,2024-04-26,매도,619200,96347467,16,57453691-384,403870
16239,2024-02-08,매도,1293900,90443470,38,0654-8904,005850
16240,2024-02-07,매도,142750,53879550,5,91182812-209,214150
16241,2024-03-19,매도,48600,9420729,2,33218844-38,096530
16242,2024-04-26,매도,1218100,52728858,13,67063746-460,010060
16243,2024-02-15,매도,236700,66195675,3,645-58-015321,004490
16244,2024-02-21,매도,356300,22582106,7,20264304-812,112040
16245,2024-01-11,매도,385700,92625787,35,357–9954–1972-4,093370
16246,2024-01-24,매도,194260,20770128,11,61550345-21,100090
16247,2024-03-27,매도,25320,12354363,3,935–1451–2545-4,042670
16248,2024-04-16,매도,169975,3240884,65,752–1267–4281-1,088350
16249,2024-01-23,매도,35007500,99087242,95,235720-830758,004370
16250,2024-03-22,매도,493350,82236277,13,33160982-830,005420
16251,2024-04-24,매도,584400,21967869,12,4895-5581,161890
16252,2024-04-18,매도,29350,84916699,1,719385-894569,001450
16253,2024-02-14,매도,142800,62002476,2,66983203-516,010950
16254,2024-04-26,매도,837480,3340365,42,7101-6501,272210
16255,2024-05-03,매도,1963500,91138867,35,184-36-446637,012510
16256,2024-05-31,매도,1448850,81686623,39,04786625-909,051600
16257,2024-03-21,매도,4572000,94760399,24,922-83-065312,039030
16258,2024-03-15,매도,686700,76722282,21,287694-006381,005850
16259,2024-01-26,매도,2340000,100252018,13,137-27-322415,039030
16260,2024-02-28,매도,118000,62713764,2,476337-390580,012750
16261,2024-02-16,매도,1370400,87179338,8,015-87-741911,277810
16262,2024-03-06,매도,1722600,72069578,18,830646-493086,006260
16263,2024-04-30,매도,587000,98181955,10,037–4299–3003-8,086790
16264,2024-02-06,매도,599400,69642572,12,386160-657670,112040
16265,2024-06-04,매도,115000,41926748,23,435-56-352463,001740
16266,2024-02-08,매도,3141600,73974355,22,060–2912–8422-8,000660
16267,2024-01-30,매도,11135200,64163440,62,0069-0207,068270
16268,2024-05-22,매도,161000,70752159,5,37563387-11,008930
16269,2024-06-11,매도,1411800,69818281,13,5575-7467,145720
16270,2024-02-07,매도,183600,79382449,3,20682617-05,021240
16271,2024-04-09,매도,4455000,33028965,30,990409-324535,000150
16272,2024-05-30,매도,407250,8584957,9,125-20-018452,002710
16273,2024-05-24,매도,12182500,36247693,55,751–0674–3749-3,012330
16274,2024-03-12,매도,194600,31336644,2,5988-3968,095340
16275,2024-04-09,매도,1108600,19956625,23,8480-7459,078930
16276,2024-02-21,매도,58000,33118474,1,789-60-751229,035720
16277,2024-05-29,매도,80700,11225928,10,602093-294947,003690
16278,2024-03-19,매도,328200,49286929,12,67063746-460,089860
16279,2024-01-11,매도,1113000,77717000,28,033600-280125,009420
16280,2024-01-23,매도,644800,49464026,26,6886-2629,004990
16281,2024-04-26,매도,48720,40052796,6,281-96-286019,003690
16282,2024-04-19,매도,3776000,77850311,8,525-54-367003,010130
16283,2024-04-16,매도,141750,51120578,7,213-03-283421,214370
16284,2024-04-26,매도,2037000,61783083,7,592900-925553,298040
16285,2024-02-15,매도,5472000,7156919,48,355587-824737,006280
16286,2024-03-05,매도,678400,52959746,4,091516-456453,004170
16287,2024-04-24,매도,828750,45626168,39,724-14-585025,214370
16288,2024-03-29,매도,2142000,93084268,7,740–1165–2435-4,000810
16289,2024-04-25,매도,677450,3866609,17,666–9916–0037-7,017800
16290,2024-01-09,매도,726670,38849713,49,748–1450–6538-8,006360
16291,2024-05-29,매도,2717600,76769918,43,48315467-70,036830
16292,2024-01-17,매도,930000,94344772,10,2439-9131,267260
16293,2024-04-19,매도,94500,26645140,3,68455433-74,004020
16294,2024-02-07,매도,5152000,70205853,46,45066823-188,010060
16295,2024-04-16,매도,4000000,97371361,25,505–9870–6272-5,034730
16296,2024-02-23,매도,9947000,61688532,58,124–0930–8448-4,277810
16297,2024-05-28,매도,879000,97345687,60,544–1128–6222-4,098460
16298,2024-04-17,매도,20094000,109783218,51,57703722-844,007310
16299,2024-02-22,매도,218700,38645580,9,7057-9657,214370
16300,2024-01-24,매도,1833100,51803622,23,42393350-99,005830
16301,2024-06-04,매도,930000,90510557,24,797–8832–6230-1,029780
16302,2024-06-05,매도,1609600,47241348,16,978365-600759,086520
16303,2024-01-04,매도,1059200,73100960,16,858-09-172815,032830
16304,2024-01-04,매도,41580,87434420,6,826-09-513084,003690
16305,2024-05-09,매도,2219400,33492053,27,658–1202–9184-8,041510
16306,2024-04-16,매도,130750,43731387,5,2650-3802,028050
16307,2024-03-26,매도,90400,30404034,1,207–7617–5277-7,237690
16308,2024-01-25,매도,32900,39284465,2,62153886-738,272210
16309,2024-05-03,매도,45930,26135891,3,143531-214935,011200
16310,2024-01-05,매도,4141800,36371327,39,899–4193–3690-5,214450
16311,2024-02-08,매도,52160,80266824,8,31496684-203,073240
16312,2024-02-27,매도,5054000,47735427,38,74595261-909,065350
16313,2024-03-13,매도,438900,17648308,11,17038329-23,020150
16314,2024-02-08,매도,3212800,53896020,64,837-19-308128,009240
16315,2024-05-17,매도,455400,13783106,3,9195-4191,028260
16316,2024-06-05,매도,3302600,18196739,49,54512425-09,010950
16317,2024-05-29,매도,18610,49635985,1,780785-935960,030000
16318,2024-01-17,매도,1346100,61300129,21,09157354-29,025900
16319,2024-03-21,매도,1663200,68766150,66,209-55-320679,096530
16320,2024-04-12,매도,2696200,24135097,61,5060-7352,004000
16321,2024-04-02,매도,356000,67830161,10,489-72-229610,051600
16322,2024-01-25,매도,10110,95344648,1,25516338-81,005940
16323,2024-05-29,매도,874000,42472267,20,858328-177307,078930
16324,2024-06-12,매도,4525000,28164940,25,231993-867199,086280
16325,2024-03-27,매도,308700,17617838,7,69907736-32,000990
16326,2024-02-15,매도,2317000,24947856,7,276766-469489,128940
16327,2024-05-17,매도,13900,694770,1,969963-624062,024110
16328,2024-01-16,매도,270900,24606421,9,20805818-18,001450
16329,2024-03-20,매도,315700,39110111,11,083492-288398,089030
16330,2024-05-08,매도,4964000,67762510,17,0372-8394,278470
16331,2024-03-28,매도,2352000,89036745,21,29460992-82,000270
16332,2024-01-16,매도,3938400,22699414,36,55176786-814,005385
16333,2024-05-23,매도,233100,8275515,7,92917054-10,377300
16334,2024-01-04,매도,246800,31934296,4,436–4521–1695-4,005935
16335,2024-05-03,매도,997200,89258902,18,1061-1433,084370
16336,2024-05-09,매도,2528000,57569487,8,975-04-776987,000810
16337,2024-02-21,매도,4953600,14333520,64,49801424-34,025900
16338,2024-03-19,매도,203000,61756327,7,476337-390580,263750
16339,2024-04-03,매도,1587600,27154946,28,898–1091–7068-2,011210
16340,2024-02-21,매도,1382400,15553197,36,978365-600759,014820
16341,2024-05-29,매도,485100,26853726,11,060–2912–8422-8,253450
16342,2024-03-19,매도,104280,11009938,24,095–0151–9208-0,028670
16343,2024-04-03,매도,3764000,46791904,80,957–3012–5720-7,020150
16344,2024-03-19,매도,2126700,12868936,17,76690231-791,096770
16345,2024-01-26,매도,20340,96989552,2,277–9206–3753-1,005940
16346,2024-05-31,매도,992450,80897225,23,383524-881209,361610
16347,2024-01-30,매도,3672000,101449064,24,103–0770–3122-9,277810
16348,2024-01-18,매도,725730,23863467,51,3592-5373,006360
16349,2024-03-29,매도,432000,48730481,3,095–0151–9208-0,307950
16350,2024-01-23,매도,4681600,90550709,38,5993-7091,145720
16351,2024-03-20,매도,1855000,14743849,35,47646559-174,017670
16352,2024-04-18,매도,1591200,87875845,39,957606-261441,014820
16353,2024-01-10,매도,4599400,17150674,26,858328-177307,277810
16354,2024-03-20,매도,635200,8917487,16,069-66-726397,008930
16355,2024-03-27,매도,892000,69967711,4,93576216-65,012450
16356,2024-03-22,매도,16500,81192319,4,50901884-154,395400
16357,2024-05-28,매도,1328700,80069934,43,129-56-801294,042660
16358,2024-06-11,매도,29100,8835315,6,049–5923–0973-1,395400
16359,2024-02-15,매도,132800,41853666,4,416390-318912,000720
16360,2024-06-11,매도,2356200,4797214,42,32349681-91,251270
16361,2024-05-08,매도,2772000,22965470,7,752–1267–4281-1,004370
16362,2024-01-12,매도,43190,37281661,7,3359-3792,036540
16363,2024-05-29,매도,6215600,97340433,41,53645403-00,005070
16364,2024-04-18,매도,177600,9210271,2,9195-4191,005830
16365,2024-01-16,매도,2290600,65856720,13,21312073-427,140860
16366,2024-01-11,매도,14127000,104983126,34,398–7275–8789-1,373220
16367,2024-03-06,매도,742400,89386233,16,836332-038054,393890
16368,2024-02-21,매도,129140,53541070,11,401324-939797,034220
16369,2024-01-26,매도,916200,44431427,18,58000010-73,166090
16370,2024-04-30,매도,9922500,93629029,27,80667969-05,298050
16371,2024-01-26,매도,2597400,85733993,37,922-82-495713,139480
16372,2024-03-22,매도,7244600,25209598,74,603–1960–7103-1,032830
16373,2024-02-28,매도,1688750,96330233,35,879–6537–3395-9,000210
16374,2024-01-30,매도,1431500,24384714,7,412-75-037169,352820
16375,2024-01-12,매도,267900,77756853,6,28421296-17,417200
16376,2024-01-24,매도,6317200,8822365,68,02544489-24,039490
16377,2024-03-28,매도,6354400,104969528,52,922-83-065312,001040
16378,2024-04-23,매도,5387400,84098454,82,544–1128–6222-4,383220
16379,2024-05-14,매도,1794000,11447837,20,176–2732–9331-1,033780
16380,2024-01-26,매도,850500,84021016,3,752–1267–4281-1,357780
16381,2024-01-31,매도,1932000,52196665,14,5877-8627,028260
16382,2024-05-28,매도,1701000,50844797,81,765–1037–0720-9,293490
16383,2024-02-15,매도,215100,25300574,3,371–0950–3262-3,078600
16384,2024-03-27,매도,647500,38749843,7,466-19-144958,271560
16385,2024-04-19,매도,325800,58746556,9,5868-3191,006040
16386,2024-05-23,매도,1465500,11616898,3,997317-011669,003230
16387,2024-02-21,매도,1057500,81071791,45,23906952-43,003490
16388,2024-04-19,매도,425100,19406249,13,456-19-145134,042660
16389,2024-02-28,매도,2620800,20746138,21,08376139-511,000120
16390,2024-05-03,매도,429000,4915818,5,459–9083–1949-7,041510
16391,2024-05-22,매도,106500,37833500,3,9750-2366,111770
16392,2024-02-29,매도,8177600,64949279,76,5866-7914,192820
16393,2024-04-05,매도,2152500,21609719,25,5283-5937,028300
16394,2024-06-04,매도,4612800,30735129,31,549791-477974,307950
16395,2024-01-18,매도,459000,63088253,20,2559-3347,000880
16396,2024-06-04,매도,23880,20877298,2,80211459-64,005940
16397,2024-03-05,매도,871200,51824704,6,452–5072–0886-1,145720
16398,2024-03-19,매도,820800,24081882,32,41171877-80,002790
16399,2024-01-09,매도,202250,54038883,5,436–4521–1695-4,005290
16400,2024-05-31,매도,151300,88292010,10,194358-544073,000240
16401,2024-03-05,매도,7375000,64665901,50,541–3132–0225-2,011780
16402,2024-01-23,매도,278500,62920668,10,357–9954–1972-4,067310
16403,2024-06-05,매도,2092800,48153389,16,032-06-523913,009540
16404,2024-06-05,매도,215250,3516839,7,58000010-73,377300
16405,2024-04-12,매도,338360,99905537,22,60035526-57,011200
16406,2024-01-24,매도,1382400,76218447,24,85005738-24,071050
16407,2024-03-20,매도,1600800,33195600,24,426–6012–2857-8,039130
16408,2024-04-26,매도,6415200,44036817,54,205–5331–1785-9,214450
16409,2024-06-12,매도,685100,24585852,26,969963-624062,000880
16410,2024-03-13,매도,1828500,88208486,46,75524736-561,005290
16411,2024-03-12,매도,700150,58708222,19,76573514-730,195940
16412,2024-01-03,매도,119800,81617307,4,406–0108–6271-3,009520
16413,2024-01-31,매도,123360,29390739,16,6934-1139,003620
16414,2024-05-09,매도,3246600,44073844,21,091516-456453,009150
16415,2024-01-03,매도,9552000,100041303,32,265905-985777,017860
16416,2024-04-12,매도,5625300,89472815,51,37259327-018,011170
16417,2024-01-16,매도,213480,44238912,12,246996-432360,281740
16418,2024-03-19,매도,728530,46711501,37,93232136-295,098460
16419,2024-05-21,매도,68200,70131633,1,763691-126050,267250
16420,2024-04-16,매도,579200,67184416,16,526–4982–0130-1,016360
16421,2024-03-15,매도,8110800,98717857,54,60035526-57,450080
16422,2024-03-28,매도,1012700,65162553,13,098176-925887,010950
16423,2024-03-29,매도,76700,41798978,1,406–0108–6271-3,000100
16424,2024-02-02,매도,464500,713666,5,250-35-088431,033780
16425,2024-01-19,매도,5680000,100472564,32,50901884-154,298040
16426,2024-02-28,매도,391530,41857286,31,060900-438114,034230
16427,2024-01-26,매도,1873000,44297264,10,81999842-58,005380
16428,2024-01-17,매도,788400,31879211,12,0372-8394,267250
16429,2024-06-05,매도,6729800,37055821,38,2079-8610,035420
16430,2024-06-12,매도,34300,27801771,1,863-96-651283,111770
16431,2024-01-26,매도,161100,21055602,3,7956-2976,047810
16432,2024-04-23,매도,2471000,80064475,70,82755515-689,007660
16433,2024-04-02,매도,391850,14907723,17,93232136-295,293490
16434,2024-04-30,매도,242880,1312605,32,022–0704–3376-7,006800
16435,2024-03-07,매도,3591000,63029917,19,184-36-446637,035420
16436,2024-05-23,매도,2009800,26400139,26,07532321-168,105560
16437,2024-01-12,매도,1872400,37824506,31,355587-824737,035720
16438,2024-03-12,매도,862000,8286870,50,794463-544498,000240
16439,2024-06-04,매도,1187550,89240698,39,41171877-80,377300
16440,2024-01-04,매도,62350,56293394,5,0372-8394,316140
16441,2024-01-19,매도,8228000,35783353,22,900–4924–0452-8,004370
16442,2024-01-19,매도,1343550,10269638,39,11929801-04,009420
16443,2024-03-13,매도,11690,14058424,1,915-22-424118,137310
16444,2024-01-09,매도,10327500,44937480,45,7328-8383,035420
16445,2024-01-23,매도,3392700,43931156,43,1147-7226,420770
16446,2024-05-30,매도,6120000,63208992,30,8022-8467,012450
16447,2024-05-30,매도,165600,54645218,1,9034-8909,192820
16448,2024-05-30,매도,2257750,90761925,55,1915-4293,229640
16449,2024-01-30,매도,830650,46301219,37,789-60-751229,003490
16450,2024-04-30,매도,1731600,86908417,74,4387-5235,353200
16451,2024-04-04,매도,510250,74758170,13,82009831-07,393890
16452,2024-04-30,매도,5482800,61585402,36,0363-0435,000150
16453,2024-05-14,매도,3452700,94114607,51,858-09-172815,267250
16454,2024-01-04,매도,1038600,12596123,36,8376-2813,248070
16455,2024-01-04,매도,3651200,18441758,28,9667-9971,090430
16456,2024-06-04,매도,76800,82551754,4,339494-950350,034020
16457,2024-02-28,매도,7318600,73054632,74,838314-692137,365340
16458,2024-03-26,매도,5438400,47127928,33,47646559-174,004170
16459,2024-03-14,매도,2425500,72375643,35,2924-0909,267250
16460,2024-06-05,매도,3536400,23106046,28,03355597-75,064760
16461,2024-05-30,매도,55120,28553909,4,21027222-335,232140
16462,2024-03-13,매도,1353600,32647967,18,694-47-519343,361610
16463,2024-05-17,매도,334600,58696927,14,03355597-75,248070
16464,2024-05-22,매도,861000,49259621,35,794-23-035836,298380
16465,2024-05-23,매도,291650,64562764,19,906-53-899499,006360
16466,2024-03-08,매도,1322100,40810218,78,957606-261441,011200
16467,2024-04-03,매도,433600,59891993,4,156–9677–3386-0,214450
16468,2024-02-06,매도,7476000,15191606,70,205–5331–1785-9,267260
16469,2024-04-03,매도,889600,15092423,16,100–2356–8600-7,267270
16470,2024-01-23,매도,1355900,27208279,13,1372-3925,068760
16471,2024-05-31,매도,437600,10719207,16,250-35-088431,103590
16472,2024-03-12,매도,196200,18430146,2,837-19-308128,042700
16473,2024-04-19,매도,654600,81904969,6,947-27-757179,006280
16474,2024-04-26,매도,1195100,56343837,19,615–6024–9493-4,103140
16475,2024-02-22,매도,860800,3409820,16,76690231-791,267270
16476,2024-01-04,매도,409200,61832017,3,29222309-57,000660
16477,2024-04-25,매도,47580,51541531,3,915-22-424118,034020
16478,2024-01-25,매도,2940000,29471258,60,9807-8795,004000
16479,2024-06-11,매도,355200,89996745,4,5877-8627,036830
16480,2024-01-17,매도,583200,52275638,9,786-07-903519,285130
16481,2024-03-29,매도,81450,31917455,5,77104574-44,035250
16482,2024-04-16,매도,81065,20807206,31,160–1048–1429-2,088350
